Date_reported,United States of America,Brazil,Mexico,India,The United Kingdom
2020-01-03,0.0,0.0,0.0,0.0,0.0
2020-01-04,0.0,0.0,0.0,0.0,0.0
2020-01-05,0.0,0.0,0.0,0.0,0.0
2020-01-06,0.0,0.0,0.0,0.0,0.0
2020-01-07,0.0,0.0,0.0,0.0,0.0
2020-01-08,0.0,0.0,0.0,0.0,0.0
2020-01-09,0.0,0.0,0.0,0.0,0.0
2020-01-10,0.0,0.0,0.0,0.0,0.0
2020-01-11,0.0,0.0,0.0,0.0,0.0
2020-01-12,0.0,0.0,0.0,0.0,0.0
2020-01-13,0.0,0.0,0.0,0.0,0.0
2020-01-14,0.0,0.0,0.0,0.0,0.0
2020-01-15,0.0,0.0,0.0,0.0,0.0
2020-01-16,0.0,0.0,0.0,0.0,0.0
2020-01-17,0.0,0.0,0.0,0.0,0.0
2020-01-18,0.0,0.0,0.0,0.0,0.0
2020-01-19,0.0,0.0,0.0,0.0,0.0
2020-01-20,0.0,0.0,0.0,0.0,0.0
2020-01-21,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.0,0.0,0.0
2020-01-25,0.0,0.0,0.0,0.0,0.0
2020-01-26,0.0,0.0,0.0,0.0,0.0
2020-01-27,0.0,0.0,0.0,0.0,0.0
2020-01-28,0.0,0.0,0.0,0.0,0.0
2020-01-29,0.0,0.0,0.0,0.0,0.0
2020-01-30,0.0,0.0,0.0,0.0,0.0
2020-01-31,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,0.0,0.0,0.0,0.0
2020-02-13,0.0,0.0,0.0,0.0,0.0
2020-02-14,0.0,0.0,0.0,0.0,0.0
2020-02-15,0.0,0.0,0.0,0.0,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.0
2020-02-17,0.0,0.0,0.0,0.0,0.0
2020-02-18,0.0,0.0,0.0,0.0,0.0
2020-02-19,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,0.0,0.0,0.0,0.0
2020-02-23,0.0,0.0,0.0,0.0,0.0
2020-02-24,0.0,0.0,0.0,0.0,0.0
2020-02-25,0.0,0.0,0.0,0.0,0.0
2020-02-26,0.0,0.0,0.0,0.0,0.0
2020-02-27,0.0,0.0,0.0,0.0,0.0
2020-02-28,0.0,0.0,0.0,0.0,0.0
2020-02-29,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0
2020-03-02,0.0,0.0,0.0,0.0,0.0
2020-03-03,2.0,0.0,0.0,0.0,0.0
2020-03-04,3.0,0.0,0.0,0.0,0.0
2020-03-05,4.0,0.0,0.0,0.0,0.0
2020-03-06,2.0,0.0,0.0,0.0,0.0
2020-03-07,0.0,0.0,0.0,0.0,1.0
2020-03-08,0.0,0.0,0.0,0.0,1.0
2020-03-09,8.0,0.0,0.0,0.0,0.0
2020-03-10,6.0,0.0,0.0,0.0,1.0
2020-03-11,0.0,0.0,0.0,0.0,4.0
2020-03-12,4.0,0.0,0.0,0.0,0.0
2020-03-13,7.0,0.0,0.0,1.0,2.0
2020-03-14,5.0,0.0,0.0,1.0,1.0
2020-03-15,0.0,0.0,0.0,0.0,19.0
2020-03-16,0.0,0.0,0.0,0.0,14.0
2020-03-17,17.0,0.0,0.0,1.0,22.0
2020-03-18,42.0,1.0,0.0,0.0,17.0
2020-03-19,50.0,3.0,1.0,1.0,34.0
2020-03-20,51.0,0.0,0.0,0.0,46.0
2020-03-21,0.0,7.0,0.0,0.0,32.0
2020-03-22,0.0,0.0,0.0,1.0,58.0
2020-03-23,201.0,0.0,1.0,4.0,36.0
2020-03-24,271.0,35.0,0.0,0.0,76.0
2020-03-25,0.0,0.0,0.0,1.0,148.0
2020-03-26,318.0,11.0,3.0,3.0,191.0
2020-03-27,0.0,0.0,0.0,4.0,181.0
2020-03-28,252.0,20.0,3.0,0.0,288.0
2020-03-29,425.0,15.0,4.0,8.0,292.0
2020-03-30,444.0,22.0,4.0,4.0,212.0
2020-03-31,286.0,22.0,4.0,3.0,374.0
2020-04-01,452.0,23.0,8.0,6.0,403.0
2020-04-02,996.0,42.0,1.0,12.0,672.0
2020-04-03,947.0,40.0,8.0,6.0,657.0
2020-04-04,1061.0,58.0,13.0,12.0,736.0
2020-04-05,1166.0,60.0,10.0,9.0,756.0
2020-04-06,1338.0,73.0,19.0,32.0,599.0
2020-04-07,1201.0,54.0,15.0,5.0,567.0
2020-04-08,1286.0,67.0,31.0,35.0,1105.0
2020-04-09,1895.0,114.0,16.0,20.0,1030.0
2020-04-10,1925.0,133.0,33.0,30.0,1116.0
2020-04-11,1931.0,141.0,20.0,40.0,1122.0
2020-04-12,1920.0,115.0,39.0,34.0,843.0
2020-04-13,1928.0,68.0,40.0,35.0,657.0
2020-04-14,1528.0,99.0,23.0,31.0,724.0
2020-04-15,1504.0,105.0,36.0,38.0,1076.0
2020-04-16,2395.0,204.0,74.0,37.0,880.0
2020-04-17,6409.0,204.0,43.0,23.0,1036.0
2020-04-18,2018.0,188.0,37.0,43.0,913.0
2020-04-19,2438.0,217.0,60.0,27.0,1105.0
2020-04-20,1776.0,206.0,104.0,36.0,432.0
2020-04-21,1801.0,115.0,36.0,47.0,570.0
2020-04-22,2154.0,113.0,26.0,50.0,1224.0
2020-04-23,2575.0,166.0,145.0,41.0,847.0
2020-04-24,2390.0,165.0,113.0,37.0,682.0
2020-04-25,1742.0,407.0,99.0,57.0,1010.0
2020-04-26,2151.0,357.0,152.0,49.0,815.0
2020-04-27,1964.0,346.0,84.0,48.0,364.0
2020-04-28,1109.0,189.0,46.0,62.0,320.0
2020-04-29,1322.0,338.0,83.0,73.0,969.0
2020-04-30,2010.0,474.0,135.0,67.0,769.0
2020-05-01,2902.0,449.0,163.0,73.0,634.0
2020-05-02,2005.0,435.0,127.0,71.0,698.0
2020-05-03,5000.0,428.0,113.0,83.0,584.0
2020-05-04,156.0,421.0,89.0,72.0,253.0
2020-05-05,-514.0,275.0,93.0,195.0,272.0
2020-05-06,802.0,296.0,117.0,126.0,726.0
2020-05-07,2475.0,600.0,236.0,89.0,647.0
2020-05-08,1968.0,615.0,197.0,103.0,458.0
2020-05-09,2840.0,610.0,257.0,95.0,579.0
2020-05-10,1552.0,751.0,199.0,128.0,275.0
2020-05-11,1736.0,730.0,193.0,97.0,217.0
2020-05-12,982.0,496.0,112.0,87.0,187.0
2020-05-13,1061.0,396.0,108.0,122.0,614.0
2020-05-14,1424.0,881.0,353.0,134.0,447.0
2020-05-15,1700.0,749.0,294.0,100.0,352.0
2020-05-16,2041.0,844.0,257.0,103.0,350.0
2020-05-17,1320.0,824.0,290.0,120.0,411.0
2020-05-18,1394.0,816.0,278.0,157.0,67.0
2020-05-19,697.0,485.0,132.0,134.0,146.0
2020-05-20,932.0,674.0,155.0,140.0,500.0
2020-05-21,1324.0,1179.0,334.0,132.0,328.0
2020-05-22,1396.0,888.0,424.0,148.0,273.0
2020-05-23,1088.0,1188.0,420.0,137.0,291.0
2020-05-24,1852.0,1001.0,479.0,147.0,220.0
2020-05-25,1046.0,965.0,190.0,154.0,379.0
2020-05-26,620.0,653.0,215.0,146.0,104.0
2020-05-27,590.0,807.0,239.0,170.0,131.0
2020-05-28,770.0,1039.0,501.0,194.0,422.0
2020-05-29,1415.0,1086.0,463.0,175.0,343.0
2020-05-30,1263.0,1156.0,447.0,265.0,274.0
2020-05-31,1073.0,1124.0,371.0,193.0,154.0
2020-06-01,914.0,956.0,364.0,230.0,60.0
2020-06-02,693.0,480.0,151.0,204.0,86.0
2020-06-03,761.0,623.0,237.0,217.0,249.0
2020-06-04,1043.0,1262.0,470.0,260.0,254.0
2020-06-05,825.0,1349.0,1091.0,273.0,130.0
2020-06-06,1035.0,1473.0,817.0,294.0,258.0
2020-06-07,1127.0,1005.0,625.0,287.0,143.0
2020-06-08,708.0,904.0,341.0,206.0,54.0
2020-06-09,474.0,525.0,188.0,331.0,47.0
2020-06-10,550.0,679.0,354.0,279.0,195.0
2020-06-11,1208.0,1272.0,596.0,357.0,164.0
2020-06-12,832.0,1274.0,708.0,396.0,76.0
2020-06-13,947.0,1239.0,587.0,386.0,131.0
2020-06-14,709.0,909.0,504.0,311.0,107.0
2020-06-15,646.0,892.0,424.0,325.0,27.0
2020-06-16,372.0,612.0,269.0,380.0,29.0
2020-06-17,496.0,627.0,439.0,2003.0,120.0
2020-06-18,722.0,1282.0,730.0,334.0,110.0
2020-06-19,770.0,1269.0,770.0,336.0,67.0
2020-06-20,733.0,1238.0,667.0,375.0,84.0
2020-06-21,690.0,1206.0,647.0,306.0,71.0
2020-06-22,558.0,1022.0,387.0,445.0,31.0
2020-06-23,308.0,641.0,1044.0,312.0,14.0
2020-06-24,410.0,654.0,759.0,465.0,94.0
2020-06-25,784.0,1374.0,793.0,418.0,87.0
2020-06-26,690.0,1185.0,947.0,407.0,99.0
2020-06-27,2516.0,1141.0,736.0,384.0,77.0
2020-06-28,650.0,990.0,719.0,410.0,40.0
2020-06-29,507.0,1109.0,602.0,380.0,31.0
2020-06-30,885.0,552.0,267.0,418.0,21.0
2020-07-01,370.0,692.0,473.0,507.0,53.0
2020-07-02,560.0,1280.0,648.0,434.0,97.0
2020-07-03,725.0,1038.0,741.0,379.0,41.0
2020-07-04,623.0,1252.0,679.0,442.0,49.0
2020-07-05,745.0,1290.0,654.0,613.0,32.0
2020-07-06,182.0,1091.0,523.0,425.0,19.0
2020-07-07,235.0,602.0,273.0,467.0,11.0
2020-07-08,320.0,620.0,480.0,482.0,54.0
2020-07-09,930.0,1254.0,895.0,487.0,57.0
2020-07-10,991.0,1223.0,782.0,475.0,31.0
2020-07-11,799.0,1220.0,730.0,519.0,34.0
2020-07-12,803.0,1214.0,665.0,551.0,17.0
2020-07-13,906.0,1071.0,539.0,500.0,9.0
2020-07-14,312.0,631.0,276.0,553.0,10.0
2020-07-15,349.0,733.0,485.0,582.0,44.0
2020-07-16,754.0,1300.0,836.0,606.0,26.0
2020-07-17,946.0,1233.0,579.0,687.0,24.0
2020-07-18,921.0,1322.0,668.0,671.0,26.0
2020-07-19,917.0,1163.0,736.0,543.0,9.0
2020-07-20,877.0,921.0,578.0,681.0,11.0
2020-07-21,496.0,716.0,296.0,587.0,10.0
2020-07-22,473.0,632.0,301.0,648.0,25.0
2020-07-23,1042.0,1367.0,915.0,1129.0,17.0
2020-07-24,1074.0,1284.0,790.0,740.0,9.0
2020-07-25,1110.0,1311.0,718.0,757.0,32.0
2020-07-26,1135.0,1156.0,737.0,705.0,15.0
2020-07-27,929.0,1211.0,729.0,708.0,8.0
2020-07-28,604.0,555.0,306.0,654.0,3.0
2020-07-29,1118.0,614.0,342.0,768.0,21.0
2020-07-30,1191.0,921.0,854.0,775.0,34.0
2020-07-31,1414.0,1595.0,485.0,779.0,0.0
2020-08-01,1211.0,1129.0,639.0,764.0,20.0
2020-08-02,1365.0,1212.0,688.0,853.0,13.0
2020-08-03,1127.0,1088.0,784.0,771.0,5.0
2020-08-04,469.0,541.0,274.0,803.0,1.0
2020-08-05,726.0,561.0,266.0,857.0,18.0
2020-08-06,1098.0,1154.0,857.0,904.0,14.0
2020-08-07,1307.0,1437.0,829.0,886.0,18.0
2020-08-08,1249.0,1237.0,819.0,933.0,12.0
2020-08-09,1324.0,1079.0,794.0,861.0,3.0
2020-08-10,1059.0,905.0,695.0,1007.0,5.0
2020-08-11,558.0,572.0,292.0,871.0,18.0
2020-08-12,557.0,703.0,705.0,834.0,13.0
2020-08-13,1236.0,1274.0,926.0,942.0,20.0
2020-08-14,1486.0,1175.0,737.0,1007.0,18.0
2020-08-15,1169.0,1262.0,627.0,996.0,11.0
2020-08-16,1206.0,1060.0,615.0,944.0,3.0
2020-08-17,1144.0,709.0,635.0,941.0,5.0
2020-08-18,654.0,620.0,214.0,876.0,3.0
2020-08-19,509.0,684.0,266.0,1092.0,12.0
2020-08-20,1132.0,1352.0,751.0,977.0,16.0
2020-08-21,1393.0,1212.0,707.0,983.0,6.0
2020-08-22,1065.0,1204.0,625.0,945.0,2.0
2020-08-23,1148.0,1054.0,504.0,912.0,18.0
2020-08-24,997.0,892.0,644.0,836.0,6.0
2020-08-25,570.0,494.0,226.0,848.0,4.0
2020-08-26,388.0,565.0,320.0,1059.0,16.0
2020-08-27,1131.0,1271.0,650.0,1023.0,16.0
2020-08-28,1229.0,1085.0,626.0,1057.0,12.0
2020-08-29,1155.0,984.0,518.0,1021.0,9.0
2020-08-30,973.0,855.0,552.0,948.0,12.0
2020-08-31,1000.0,958.0,673.0,971.0,1.0
2020-09-01,473.0,366.0,339.0,819.0,2.0
2020-09-02,423.0,553.0,256.0,1045.0,3.0
2020-09-03,1025.0,1215.0,827.0,1043.0,10.0
2020-09-04,1004.0,1184.0,575.0,1096.0,13.0
2020-09-05,1073.0,834.0,513.0,1089.0,10.0
2020-09-06,976.0,907.0,522.0,1065.0,12.0
2020-09-07,878.0,682.0,475.0,1016.0,2.0
2020-09-08,462.0,447.0,232.0,1133.0,3.0
2020-09-09,169.0,310.0,223.0,1115.0,32.0
2020-09-10,436.0,504.0,703.0,1172.0,8.0
2020-09-11,1101.0,1075.0,611.0,1209.0,14.0
2020-09-12,1078.0,983.0,554.0,1201.0,6.0
2020-09-13,1022.0,874.0,534.0,1114.0,9.0
2020-09-14,803.0,814.0,421.0,1136.0,5.0
2020-09-15,507.0,415.0,217.0,1054.0,9.0
2020-09-16,375.0,381.0,228.0,1290.0,27.0
2020-09-17,940.0,1113.0,629.0,1132.0,20.0
2020-09-18,1204.0,987.0,300.0,1174.0,21.0
2020-09-19,827.0,829.0,201.0,1247.0,27.0
2020-09-20,977.0,858.0,624.0,1133.0,27.0
2020-09-21,652.0,739.0,455.0,1130.0,18.0
2020-09-22,269.0,363.0,235.0,1053.0,11.0
2020-09-23,430.0,377.0,204.0,1085.0,37.0
2020-09-24,807.0,836.0,651.0,1129.0,37.0
2020-09-25,1125.0,869.0,601.0,1141.0,40.0
2020-09-26,909.0,831.0,490.0,1089.0,34.0
2020-09-27,844.0,729.0,405.0,1124.0,35.0
2020-09-28,851.0,869.0,399.0,1039.0,17.0
2020-09-29,291.0,335.0,187.0,776.0,13.0
2020-09-30,255.0,317.0,173.0,1179.0,71.0
2020-10-01,767.0,863.0,560.0,1181.0,71.0
2020-10-02,1024.0,1031.0,483.0,1095.0,59.0
2020-10-03,892.0,728.0,432.0,1069.0,66.0
2020-10-04,808.0,708.0,414.0,940.0,49.0
2020-10-05,698.0,599.0,388.0,903.0,33.0
2020-10-06,369.0,365.0,208.0,884.0,19.0
2020-10-07,354.0,323.0,180.0,986.0,76.0
2020-10-08,663.0,819.0,446.0,971.0,70.0
2020-10-09,888.0,734.0,369.0,964.0,77.0
2020-10-10,973.0,729.0,3013.0,926.0,87.0
2020-10-11,918.0,682.0,411.0,918.0,81.0
2020-10-12,575.0,559.0,135.0,816.0,65.0
2020-10-13,487.0,290.0,139.0,706.0,50.0
2020-10-14,335.0,201.0,164.0,730.0,143.0
2020-10-15,743.0,309.0,475.0,680.0,137.0
2020-10-16,830.0,749.0,478.0,895.0,138.0
2020-10-17,874.0,713.0,387.0,837.0,136.0
2020-10-18,998.0,754.0,419.0,1033.0,150.0
2020-10-19,588.0,461.0,355.0,579.0,67.0
2020-10-20,472.0,230.0,108.0,587.0,80.0
2020-10-21,510.0,271.0,171.0,717.0,241.0
2020-10-22,856.0,661.0,555.0,702.0,191.0
2020-10-23,1066.0,566.0,522.0,690.0,189.0
2020-10-24,1001.0,497.0,479.0,650.0,224.0
2020-10-25,943.0,571.0,418.0,578.0,174.0
2020-10-26,821.0,432.0,431.0,480.0,151.0
2020-10-27,371.0,231.0,181.0,488.0,102.0
2020-10-28,479.0,263.0,247.0,508.0,367.0
2020-10-29,895.0,549.0,643.0,517.0,310.0
2020-10-30,1059.0,510.0,495.0,563.0,280.0
2020-10-31,1046.0,513.0,464.0,551.0,274.0
2020-11-01,1007.0,508.0,516.0,470.0,326.0
2020-11-02,813.0,407.0,464.0,496.0,162.0
2020-11-03,444.0,190.0,142.0,490.0,136.0
2020-11-04,506.0,179.0,205.0,514.0,397.0
2020-11-05,1086.0,243.0,493.0,704.0,492.0
2020-11-06,1132.0,610.0,635.0,670.0,378.0
2020-11-07,1126.0,630.0,544.0,577.0,355.0
2020-11-08,1208.0,279.0,551.0,559.0,413.0
2020-11-09,1062.0,254.0,485.0,490.0,156.0
2020-11-10,480.0,128.0,219.0,448.0,194.0
2020-11-11,685.0,231.0,198.0,512.0,532.0
2020-11-12,1846.0,201.0,617.0,550.0,595.0
2020-11-13,1471.0,544.0,588.0,547.0,563.0
2020-11-14,1142.0,908.0,626.0,520.0,376.0
2020-11-15,1356.0,456.0,568.0,447.0,462.0
2020-11-16,1216.0,921.0,635.0,435.0,168.0
2020-11-17,653.0,140.0,283.0,449.0,213.0
2020-11-18,753.0,216.0,319.0,474.0,598.0
2020-11-19,1582.0,685.0,165.0,585.0,529.0
2020-11-20,1825.0,756.0,502.0,584.0,501.0
2020-11-21,2036.0,606.0,576.0,564.0,511.0
2020-11-22,1853.0,552.0,719.0,501.0,340.0
2020-11-23,1471.0,376.0,550.0,511.0,125.0
2020-11-24,867.0,194.0,303.0,480.0,479.0
2020-11-25,1052.0,302.0,250.0,481.0,608.0
2020-11-26,1975.0,630.0,813.0,524.0,695.0
2020-11-27,2248.0,654.0,858.0,492.0,498.0
2020-11-28,1387.0,691.0,645.0,485.0,520.0
2020-11-29,1276.0,514.0,631.0,496.0,479.0
2020-11-30,1210.0,587.0,586.0,443.0,215.0
2020-12-01,862.0,272.0,196.0,482.0,203.0
2020-12-02,1235.0,287.0,285.0,501.0,603.0
2020-12-03,2439.0,697.0,825.0,526.0,648.0
2020-12-04,2751.0,698.0,800.0,540.0,414.0
2020-12-05,2844.0,755.0,608.0,512.0,504.0
2020-12-06,2426.0,694.0,690.0,482.0,397.0
2020-12-07,2303.0,664.0,593.0,391.0,231.0
2020-12-08,1107.0,313.0,261.0,385.0,189.0
2020-12-09,1529.0,376.0,357.0,402.0,599.0
2020-12-10,2552.0,842.0,800.0,412.0,533.0
2020-12-11,3390.0,836.0,781.0,414.0,516.0
2020-12-12,2749.0,770.0,671.0,442.0,424.0
2020-12-13,2996.0,672.0,693.0,391.0,520.0
2020-12-14,2277.0,686.0,685.0,336.0,144.0
2020-12-15,1434.0,279.0,249.0,354.0,232.0
2020-12-16,1754.0,433.0,345.0,387.0,506.0
2020-12-17,2942.0,964.0,801.0,355.0,612.0
2020-12-18,3424.0,936.0,670.0,338.0,532.0
2020-12-19,3443.0,1092.0,718.0,347.0,489.0
2020-12-20,2747.0,823.0,762.0,341.0,534.0
2020-12-21,2598.0,706.0,627.0,333.0,326.0
2020-12-22,1570.0,408.0,326.0,301.0,215.0
2020-12-23,1714.0,527.0,396.0,333.0,691.0
2020-12-24,3148.0,968.0,897.0,312.0,744.0
2020-12-25,3347.0,961.0,816.0,336.0,574.0
2020-12-26,2795.0,786.0,861.0,251.0,570.0
2020-12-27,1692.0,482.0,665.0,279.0,210.0
2020-12-28,1296.0,307.0,189.0,279.0,347.0
2020-12-29,1334.0,344.0,400.0,252.0,357.0
2020-12-30,1779.0,431.0,429.0,286.0,458.0
2020-12-31,3366.0,1111.0,990.0,299.0,981.0
2021-01-01,3761.0,1194.0,1052.0,256.0,964.0
2021-01-02,3280.0,1074.0,910.0,224.0,613.0
2021-01-03,2423.0,462.0,700.0,217.0,445.0
2021-01-04,2302.0,314.0,344.0,214.0,454.0
2021-01-05,1407.0,293.0,362.0,201.0,407.0
2021-01-06,1791.0,543.0,544.0,264.0,874.0
2021-01-07,3533.0,1171.0,1065.0,222.0,1041.0
2021-01-08,3825.0,1242.0,1165.0,234.0,1162.0
2021-01-09,4176.0,1524.0,1044.0,0.0,1325.0
2021-01-10,3599.0,962.0,1038.0,429.0,1035.0
2021-01-11,3418.0,1171.0,1135.0,161.0,563.0
2021-01-12,2071.0,469.0,502.0,167.0,529.0
2021-01-13,1954.0,480.0,662.0,202.0,1243.0
2021-01-14,4117.0,1110.0,1314.0,198.0,1564.0
2021-01-15,4076.0,1274.0,1235.0,191.0,1248.0
2021-01-16,3891.0,1131.0,999.0,175.0,1280.0
2021-01-17,3671.0,1151.0,1106.0,181.0,1295.0
2021-01-18,3557.0,1050.0,1219.0,145.0,671.0
2021-01-19,1947.0,551.0,463.0,137.0,599.0
2021-01-20,1567.0,452.0,544.0,162.0,1610.0
2021-01-21,2280.0,1192.0,1584.0,151.0,1820.0
2021-01-22,4368.0,1340.0,1539.0,163.0,1290.0
2021-01-23,3979.0,1316.0,1803.0,152.0,1401.0
2021-01-24,3885.0,1096.0,1440.0,155.0,1348.0
2021-01-25,3416.0,1202.0,1470.0,131.0,610.0
2021-01-26,1921.0,592.0,530.0,117.0,592.0
2021-01-27,1885.0,627.0,659.0,137.0,1631.0
2021-01-28,3681.0,1214.0,1743.0,123.0,1725.0
2021-01-29,4100.0,1283.0,1623.0,163.0,1239.0
2021-01-30,3982.0,1386.0,1506.0,137.0,0.0
2021-01-31,3521.0,1119.0,1434.0,127.0,0.0
